,ad_id,labels,labeler_userid,advertiser_id,campaign_id
1,281708,['مواد غذایی'],Hamedabedini013,4083,102869
2,284527,"['زیبایی', 'سلامت']",sadegh_majidi,31626,103974
3,270879,['پوشاک'],nast_mon,30577,98731
4,292772,['سلامت'],ah_farahani,9671,107260
5,303432,['تکنولوژی'],puranzamani,26476,111186
6,308208,['مسکن'],ZbidOkiZ,37462,112928
7,290709,['خودرو'],sadegh_majidi,36014,106581
8,270883,['پوشاک'],puranzamani,30577,98731
9,283981,"['مسکن', 'گردشگری']",ZbidOkiZ,23224,103642
10,302136,"['سلامت', 'کسب و کار']",leilamhrb,26416,104549
11,302577,"['لوازم منزل', 'زیبایی']",Hamedabedini013,18622,110808
12,239851,['هیچکدام'],Mehdi_rjbl,20491,87090
13,304441,['زیبایی'],FAFAR76,17012,111505
14,307924,['هیچکدام'],mraghdasi,35405,112820
15,291470,"['سلامت', 'زیبایی', 'زنانه', 'مردانه']",ZbidOkiZ,28831,105387
16,249444,['ارزدیجیتال'],kafahmadi,9671,90952
17,308937,['زیبایی'],puranzamani,29533,113208
18,279383,['کسب و کار'],nast_mon,20085,101817
19,296161,['هیچکدام'],ah_farahani,20085,108429
20,303400,['تناسب اندام'],Mehdi_rjbl,85,111160
21,280472,"['لوازم منزل', 'مسکن']",Ronakshakeri,34805,102339
22,244487,['خودرو'],mraghdasi,4759,74753
23,203090,['کسب و کار'],FAFAR76,20272,71283
24,309387,['لوازم منزل'],Mehdi_rjbl,2894,112309
25,127737,['سلامت'],ZbidOkiZ,3957,38908
26,247387,['بورس'],AH8096,20815,90272
27,306104,['هیچکدام'],ah_farahani,23924,112308
28,285559,['کودک'],sadegh_majidi,2846,76309
29,242565,['سلامت'],FAFAR76,14033,88254
30,297951,['هیچکدام'],puranzamani,4791,109069
31,308645,['سلامت'],FAFAR76,28831,105387
32,237568,['تکنولوژی'],Parisa_shrp,81,86292
33,308324,['کسب و کار'],mraghdasi,8532,109187
34,308167,['پوشاک'],mraghdasi,26289,112703
35,283866,['گردشگری'],Mehdi_rjbl,23224,103642
36,303320,['مردانه'],Ronakshakeri,33961,111114
37,236164,['ارزدیجیتال'],sadegh_majidi,11838,75511
38,289368,['سلامت'],Parisa_shrp,14033,106056
39,142762,['مردانه'],FAFAR76,13272,44709
40,296099,['خودرو'],Mehdi_rjbl,20840,108441
41,295728,['هیچکدام'],puranzamani,36346,108282
42,308400,['پول مفت'],FAFAR76,13489,87135
43,254742,['ارزدیجیتال'],Gh_minaee1037,9050,90183
44,288997,['کودک'],sadegh_majidi,10847,105943
45,307056,['هیچکدام'],puranzamani,29,112563
46,308443,['تکنولوژی'],mraghdasi,24038,66692
47,305306,['هیچکدام'],alimurek,7554,111957
48,299752,"['پوشاک', 'کودک']",Parisa_shrp,33191,109270
49,290910,['ارزدیجیتال'],sadegh_majidi,31798,106667
50,270873,['زنانه'],FAFAR76,30577,98731
51,307838,"['زیبایی', 'سلامت']",Ronakshakeri,36557,111994
52,296125,['گردشگری'],puranzamani,23224,103642
53,301942,['زیبایی'],sadegh_majidi,6101,106944
54,217569,"['لوازم منزل', 'تکنولوژی']",Gh_minaee1037,20837,78166
55,301721,"['زیبایی', 'زنانه']",alimurek,29954,110170
56,308291,['تکنولوژی'],mraghdasi,16151,112956
57,265355,['سلامت'],FAFAR76,27820,96662
58,297426,['هیچکدام'],puranzamani,18922,86437
59,188956,['خودرو'],FAFAR76,3019,64507
60,305407,"['لوازم منزل', 'مسکن']",Parisa_shrp,2894,111711
61,285267,['لوازم منزل'],ZbidOkiZ,33144,104281
62,307877,['هیچکدام'],puranzamani,24900,108826
63,267731,"['کسب و کار', 'خودرو']",Ronakshakeri,3019,97552
64,199892,['لوازم منزل'],sadegh_majidi,1278,69664
65,299486,"['ارزدیجیتال', 'کسب و کار']",maryamjebreiliannnn,32368,109598
66,230073,['ارزدیجیتال'],FAFAR76,29438,83301
67,209174,['لوازم منزل'],puranzamani,25287,74301
68,299901,['تناسب اندام'],Parisa_shrp,23636,85006
69,280294,['هیچکدام'],mraghdasi,20085,102285
70,290781,['خودرو'],sadegh_majidi,26831,75052
71,308158,"['پول مفت', 'ارزدیجیتال']",maryamjebreiliannnn,31943,93337
72,270092,['لوازم منزل'],puranzamani,22472,98422
73,308960,['هیچکدام'],alimurek,3238,40979
74,307921,['زنانه'],FAFAR76,35405,112817
75,301680,"['کسب و کار', 'سلامت']",Ronakshakeri,9316,109097
76,308976,"['پوشاک', 'زنانه']",sadegh_majidi,32740,112268
77,305968,['هیچکدام'],puranzamani,28263,106293
78,302991,"['لوازم منزل', 'پوشاک']",Gh_minaee1037,23343,110970
79,262681,['هیچکدام'],Parisa_shrp,3550,95875
80,298459,['هیچکدام'],FAFAR76,20085,109255
81,151223,"['زنانه', 'تناسب اندام', 'زیبایی']",sadegh_majidi,10128,48124
82,291622,['زنانه'],FAFAR76,5190,98359
83,301933,"['زیبایی', 'مردانه']",kafahmadi,23392,110523
84,304604,['تکنولوژی'],mraghdasi,8136,111577
85,302283,['مواد غذایی'],Mehdi_rjbl,32715,110697
86,300110,['لوازم منزل'],Parisa_shrp,34770,109847
87,285042,"['لوازم منزل', 'تکنولوژی']",Gh_minaee1037,20837,78166
88,247537,['تناسب اندام'],sjsjsjjsskk,5941,90347
89,299275,['خودرو'],Mehdi_rjbl,12805,109451
90,308115,['تکنولوژی'],Parisa_shrp,89,99650
91,289417,['هیچکدام'],puranzamani,501,106099
92,307663,"['پوشاک', 'سلبریتی']",sadegh_majidi,26289,107954
93,308294,['هیچکدام'],ah_farahani,37675,112960
94,303780,['هیچکدام'],FAFAR76,37224,111294
95,239785,['خودرو'],Parisa_shrp,30647,87051
96,307929,['زیبایی'],Gh_minaee1037,35405,112822
97,275356,['سلبریتی'],Sinaa_sm,27838,78113
98,276175,['خودرو'],imeysams,3201,100761
99,308429,"['کودک', 'پوشاک']",Parisa_shrp,619,113046
0,199893,['لوازم منزل'],ZbidOkiZ,1278,69665
1,241171,['زیبایی'],sadegh_majidi,6193,87676
2,225959,['سلامت'],Gh_minaee1037,3332,81540
3,309122,['تکنولوژی'],mraghdasi,15300,113303
4,289238,"['زنانه', 'زیبایی']",ah_farahani,18769,104734
5,302805,['پوشاک'],sjsjsjjsskk,21961,110481
6,306764,['زنانه'],FAFAR76,36382,107857
7,299934,"['پوشاک', 'زنانه']",ZbidOkiZ,1737,109760
8,306303,['لوازم منزل'],Mehdi_rjbl,14433,112334
9,274063,['مهاجرت'],Parisa_shrp,33702,99914
10,298775,['ارزدیجیتال'],Gh_minaee1037,36458,108374
11,276018,['پوشاک'],puranzamani,27577,100502
12,307840,['زیبایی'],ah_farahani,36557,111994
13,300551,"['زیبایی', 'زنانه']",sadegh_majidi,3332,110049
14,307774,['پول مفت'],ZbidOkiZ,9050,112764
15,303939,"['زنانه', 'تناسب اندام']",Parisa_shrp,23636,108971
16,308431,"['پوشاک', 'کودک']",Sinaa_sm,619,113046
17,305803,['ارزدیجیتال'],FAFAR76,24101,112152
18,251917,['پوشاک'],puranzamani,30207,91804
19,213367,['ارزدیجیتال'],sjsjsjjsskk,11838,76286
20,308846,['مواد غذایی'],Gh_minaee1037,34835,113157
21,246419,['لوازم منزل'],nookzan7,30140,87339
22,308327,['هیچکدام'],ah_farahani,8532,109187
23,255012,['زیبایی'],FAFAR76,15757,92976
24,299832,['تکنولوژی'],Parisa_shrp,22654,109724
25,305967,['هیچکدام'],puranzamani,28263,106386
26,294805,['زنانه'],ah_farahani,30254,91979
27,308953,['تکنولوژی'],Gh_minaee1037,37679,112964
28,303810,['مردانه'],FAFAR76,20976,109107
29,307930,['سلامت'],puranzamani,31132,88696
30,307839,['سلامت'],Parisa_shrp,36557,111994
31,239842,['هیچکدام'],mraghdasi,20491,87083
32,307288,['پوشاک'],kianarajabi,13779,96175
33,274472,['خودرو'],Mehdi_rjbl,33913,99962
34,290704,['ارزدیجیتال'],Sinaa_sm,20940,88644
35,304503,['تکنولوژی'],puranzamani,37294,111537
36,308558,['سلامت'],Parisa_shrp,18762,113096
37,298555,['پول مفت'],Elahe_rahmati76,36747,109250
38,295359,['تکنولوژی'],ah_farahani,22535,108158
39,295376,['تکنولوژی'],mraghdasi,22535,108163
40,204964,['مهاجرت'],ZbidOkiZ,22783,72185
41,278084,['هیچکدام'],imeysams,14033,101473
42,295697,['هیچکدام'],sjsjsjjsskk,28698,108274
43,122194,['سلامت'],Parisa_shrp,14033,36940
44,302718,['مسکن'],nookzan7,36987,110820
45,309329,['لوازم منزل'],FAFAR76,21193,113340
46,287727,['لوازم منزل'],ah_farahani,892,105425
47,300360,['تکنولوژی'],mraghdasi,11356,109950
48,304204,"['ارزدیجیتال', 'بورس']",kianarajabi,22951,111445
49,295385,"['بورس', 'پول مفت']",ZbidOkiZ,34731,108167
50,241067,['خودرو'],Elahe_rahmati76,30647,87624
51,308154,"['ارزدیجیتال', 'بورس', 'تکنولوژی']",kafahmadi,2932,112908
52,308958,['لوازم منزل'],Parisa_shrp,11083,113219
53,248288,['خودرو'],Farshadgholami,30647,90621
54,304564,"['لوازم منزل', 'کسب و کار']",Sinaa_sm,37305,111557
55,290597,['زیبایی'],puranzamani,4193,106518
56,278568,['کودک'],Elahe_rahmati76,12072,101432
57,124682,['لوازم منزل'],FAFAR76,14284,37734
58,291185,['مردانه'],Mehdi_rjbl,33502,106773
59,307659,['پوشاک'],puranzamani,21961,112670
60,306426,['پوشاک'],kianarajabi,32710,95384
61,292446,['مسکن'],FAFAR76,25325,107171
62,308082,['پول مفت'],Elahe_rahmati76,25289,112838
63,294955,['کنکور'],ah_farahani,1101,106313
64,292844,['سلامت'],ZbidOkiZ,33412,107327
65,238367,['لوازم منزل'],FAFAR76,26533,86521
66,278575,"['سلامت', 'کودک']",Parisa_shrp,12072,101433
67,308425,['زیبایی'],Gh_minaee1037,28415,113038
68,305275,['تکنولوژی'],Elahe_rahmati76,7106,111945
69,307782,['کسب و کار'],Ronakshakeri,762,99140
70,256060,"['کودک', 'مواد غذایی']",imeysams,425,93316
71,300264,['زیبایی'],puranzamani,35794,108807
72,304630,['کودک'],kafahmadi,8190,110546
73,308083,['کسب و کار'],Mehdi_rjbl,25289,112839
74,285571,['هیچکدام'],ZbidOkiZ,35143,104441
75,304744,['تکنولوژی'],Farshadgholami,36635,111199
76,306698,['تکنولوژی'],FAFAR76,34458,112440
77,307781,['هیچکدام'],Parisa_shrp,35484,112557
78,179753,['هیچکدام'],alimurek,21987,60423
79,306131,"['پوشاک', 'تناسب اندام', 'مردانه']",nookzan7,21961,112219
80,295849,"['تناسب اندام', 'سلامت']",Sinaa_sm,32424,108343
81,306127,"['پوشاک', 'مردانه']",puranzamani,21961,112219
82,308051,['لوازم منزل'],ah_farahani,36522,108502
83,307827,['مهاجرت'],Gh_minaee1037,37440,112013
84,308066,['سلامت'],Elahe_rahmati76,5782,74506
85,303825,"['پوشاک', 'زنانه']",ZbidOkiZ,20976,109107
86,307914,['سلامت'],kianarajabi,12072,112814
87,284777,['لوازم منزل'],nookzan7,4332,104026
88,303551,['مواد غذایی'],puranzamani,36904,111235
89,285035,['لوازم منزل'],Parisa_shrp,20984,104165
90,308306,"['زنانه', 'پوشاک']",kafahmadi,30533,112967
91,307655,"['پوشاک', 'زنانه']",Ronakshakeri,762,112672
92,301216,['مهاجرت'],Gh_minaee1037,33501,110265
93,303860,['تکنولوژی'],ah_farahani,89,99650
94,285793,"['مردانه', 'زنانه', 'سلامت']",Sinaa_sm,26180,104544
95,292025,['پول مفت'],Elahe_rahmati76,24236,101073
96,288532,['لوازم منزل'],puranzamani,12915,84320
97,231316,['پول مفت'],Parisa_shrp,1028,61437
98,277995,['هیچکدام'],mraghdasi,12072,101428
99,202526,['هیچکدام'],ZbidOkiZ,7188,70981
0,257679,"['مردانه', 'پوشاک']",puranzamani,1619,88337
1,262796,['تکنولوژی'],ah_farahani,22654,95893
2,294451,['تکنولوژی'],Elahe_rahmati76,23967,107774
3,258471,['سلامت'],Gh_minaee1037,31132,88697
4,300108,"['لوازم منزل', 'سلامت']",Parisa_shrp,36893,109844
5,232170,['پوشاک'],mraghdasi,6036,84183
6,278030,['مواد غذایی'],FAFAR76,28415,101462
7,306122,['پول مفت'],Farshadgholami,16986,112315
8,305680,"['مردانه', 'زنانه']",imeysams,19720,57538
9,301634,"['مواد غذایی', 'کسب و کار']",kafahmadi,28479,109085
10,283676,['مواد غذایی'],ZbidOkiZ,2523,103588
11,303298,"['تکنولوژی', 'کسب و کار']",Sinaa_sm,26476,111096
12,222878,['هیچکدام'],ah_farahani,16923,80317
13,285797,"['سلامت', 'مردانه']",nookzan7,26180,104544
14,303508,['کسب و کار'],Parisa_shrp,33421,111085
15,300132,['کنکور'],Elahe_rahmati76,19511,109858
16,199536,['هیچکدام'],puranzamani,1028,61437
17,302178,['زیبایی'],Farshadgholami,11380,106159
18,232178,['مردانه'],FAFAR76,6036,84190
19,284160,['کسب و کار'],Elahe_rahmati76,4766,48191
20,289931,['تکنولوژی'],mraghdasi,7618,104800
21,299962,['کنکور'],Parisa_shrp,2607,109777
22,120991,['هیچکدام'],puranzamani,12818,36605
23,289264,['بورس'],Elahe_rahmati76,16117,101187
24,244261,['سلامت'],puranzamani,31132,88859
25,260661,['تکنولوژی'],Parisa_shrp,11583,31965
26,156110,['لوازم منزل'],ah_farahani,15417,45940
27,298291,['مواد غذایی'],puranzamani,28415,109227
28,279542,['بورس'],ZbidOkiZ,16117,101183
29,299755,['کسب و کار'],nookzan7,36754,109699
30,134063,['تکنولوژی'],Elahe_rahmati76,13892,41486
31,300415,['هیچکدام'],Parisa_shrp,28263,106388
32,304108,"['مردانه', 'پوشاک']",Ronakshakeri,5305,109762
33,301072,['هیچکدام'],FAFAR76,26441,110038
34,303277,['مواد غذایی'],ah_farahani,26037,111080
35,308116,['کسب و کار'],Mehdi_rjbl,31266,112892
36,255792,['تکنولوژی'],ZbidOkiZ,30880,88397
37,239687,"['مردانه', 'پوشاک']",Elahe_rahmati76,6036,87005
38,235671,['مواد غذایی'],Parisa_shrp,26037,85522
39,207348,['پوشاک'],FAFAR76,6036,73431
40,303834,['کسب و کار'],puranzamani,4862,111319
41,299736,['کنکور'],Elahe_rahmati76,15367,109688
42,130993,['سلامت'],FAFAR76,7962,40221
43,302198,"['تکنولوژی', 'کسب و کار']",ZbidOkiZ,36754,110660
44,239702,['پوشاک'],ah_farahani,6036,87007
45,258601,['سلامت'],Farshadgholami,25801,78942
46,292866,['پوشاک'],Elahe_rahmati76,10982,86317
47,302184,"['زیبایی', 'سلامت', 'زنانه']",ZbidOkiZ,11380,106155
48,296979,['هیچکدام'],Parisa_shrp,18,108754
49,267250,['کسب و کار'],FAFAR76,31613,95185
50,228986,['لوازم منزل'],sepahsalar_sz,14896,76712
51,297763,['تناسب اندام'],puranzamani,23636,108971
52,231331,['کسب و کار'],Elahe_rahmati76,1028,61437
53,237922,['تکنولوژی'],Parisa_shrp,12483,86384
54,289734,['تکنولوژی'],puranzamani,3033,37178
55,227665,['لوازم منزل'],FAFAR76,22230,82240
56,256129,['سلامت'],Parisa_shrp,31132,93339
57,289966,['کنکور'],Elahe_rahmati76,1101,106313
58,299536,['مسکن'],sepahsalar_sz,36820,109628
59,267329,['بورس'],Mehdi_rjbl,15286,97437
60,304152,['ارزدیجیتال'],Parisa_shrp,36984,111414
61,287395,['سلامت'],Elahe_rahmati76,26180,105289
62,301070,['هیچکدام'],puranzamani,26441,110181
63,262065,['سلامت'],Mehdi_rjbl,25801,73363
64,296221,['سلامت'],Parisa_shrp,28831,105892
65,233722,['مواد غذایی'],nookzan7,4083,84829
66,284069,['هیچکدام'],FAFAR76,35216,103745
67,303077,['کسب و کار'],puranzamani,16970,111006
68,240807,['هیچکدام'],Parisa_shrp,16549,87352
69,269560,['پوشاک'],Farshadgholami,29188,84706
70,296205,['هیچکدام'],sepahsalar_sz,21876,64519
71,286742,['سلامت'],Parisa_shrp,18762,104966
72,303884,['هیچکدام'],puranzamani,37187,111179
73,290248,['زنانه'],ah_farahani,5165,106412
74,300782,['هیچکدام'],Mehdi_rjbl,26441,110050
75,293151,['هیچکدام'],FAFAR76,31262,107151
76,298635,['تکنولوژی'],ah_farahani,22535,109130
77,258893,['زیبایی'],Farshadgholami,9177,94254
78,302964,['پوشاک'],puranzamani,8713,110949
79,302431,['پول مفت'],FAFAR76,2523,110764
80,279000,['تکنولوژی'],sepahsalar_sz,7188,54658
81,303430,['کنکور'],maryamjebreiliannnn,32838,111123
82,227558,['مواد غذایی'],ah_farahani,26037,82205
83,304079,['هیچکدام'],Elahe_rahmati76,34450,111379
84,288891,['هیچکدام'],farzadshami,2200,90606
85,303311,['تکنولوژی'],ah_farahani,26476,111103
86,301904,['خودرو'],sepahsalar_sz,20154,109351
87,300779,['کنکور'],maryamjebreiliannnn,3484,110157
88,300386,['کودک'],FAFAR76,33992,109968
89,202541,['هیچکدام'],puranzamani,7188,70979
90,224919,"['تناسب اندام', 'سلامت']",imanmalekian,25801,72418
91,260748,['تکنولوژی'],FAFAR76,11583,31963
92,118067,['کسب و کار'],farzadshami,8092,35468
93,303641,['کنکور'],puranzamani,33322,107125
94,268464,['مواد غذایی'],Mt4heri,4083,84829
95,278988,['مواد غذایی'],Farshadgholami,28415,101650
96,256131,['سلامت'],maryamjebreiliannnn,31132,93339
97,258137,['هیچکدام'],Sinaa_sm,25412,70820
98,300913,['زنانه'],FAFAR76,22865,108430
99,287140,['مواد غذایی'],puranzamani,35535,104979
0,293979,['سلامت'],ah_farahani,3152,107195
1,295486,['سلامت'],FAFAR76,9177,94260
2,252210,['سلامت'],Mt4heri,9177,90218
3,167766,"['تکنولوژی', 'کسب و کار', 'هیچکدام']",farzadshami,808,55010
4,235376,"['تکنولوژی', 'لوازم منزل']",imanmalekian,11945,85408
5,288356,"['ارزدیجیتال', 'پول مفت']",ZbidOkiZ,228,105444
6,302924,"['سلامت', 'زیبایی']",maryamjebreiliannnn,85,110913
7,304107,['پوشاک'],ah_farahani,5305,109763
8,260753,['تکنولوژی'],FAFAR76,11583,31967
9,304113,['مواد غذایی'],kimiya_ltf,33738,111395
10,303648,['سلامت'],FAFAR76,29010,94130
11,284501,"['پول مفت', 'تکنولوژی']",Mehdi_rjbl,1649,103966
12,290243,"['زیبایی', 'سلامت']",Mt4heri,35951,106410
13,186239,"['کسب و کار', 'تکنولوژی']",farzadshami,22991,63324
14,224353,['هیچکدام'],ZbidOkiZ,24470,80905
15,295611,['سلامت'],maryamjebreiliannnn,13029,108248
16,302214,['تکنولوژی'],Farshadgholami,36754,110665
17,291397,['خودرو'],Mehdi_rjbl,32578,106837
18,218541,['هیچکدام'],puranzamani,7701,78595
19,279524,['بورس'],farzadshami,16117,101191
20,303630,"['پوشاک', 'پول مفت']",ZbidOkiZ,762,110478
21,300370,['تکنولوژی'],FAFAR76,28415,109959
22,213375,['سلامت'],Mehdi_rjbl,26037,76312
23,186675,['لوازم منزل'],kimiya_ltf,22230,61258
24,298929,['تکنولوژی'],farzadshami,11945,109102
25,296784,['تکنولوژی'],puranzamani,2258,108694
26,300322,"['تکنولوژی', 'پول مفت']",ZbidOkiZ,7618,104800
27,281709,"['پول مفت', 'مواد غذایی']",Parisa_shrp,4083,102869
28,240265,['پوشاک'],FAFAR76,17421,87119
29,240274,"['کسب و کار', 'هیچکدام']",Mt4heri,17421,87119
30,260200,['مهاجرت'],puranzamani,28145,79859
31,304080,['تکنولوژی'],Mehdi_rjbl,14522,111381
32,267333,['بورس'],FAFAR76,15286,97437
33,213332,['بورس'],kimiya_ltf,8882,76267
34,251995,['هیچکدام'],ZbidOkiZ,2533,90505
35,176470,['مردانه'],Mt4heri,1672,59054
36,304105,['پوشاک'],Sinaa_sm,5305,109762
37,301145,['سلامت'],FAFAR76,19583,76341
38,292433,"['گردشگری', 'مواد غذایی']",farzadshami,21436,107165
39,294724,"['سلامت', 'کودک']",Parisa_shrp,30254,105433
40,302777,"['زنانه', 'مردانه']",ah_farahani,46,109710
41,303779,['هیچکدام'],sepahsalar_sz,8060,107312
42,201491,['هیچکدام'],ZbidOkiZ,18922,70354
43,219765,['ارزدیجیتال'],kimiya_ltf,19229,53317
44,302441,['مهاجرت'],Mt4heri,21695,110730
45,277597,['لوازم منزل'],Mehdi_rjbl,28059,101330
46,300178,['هیچکدام'],puranzamani,7618,104800
47,291394,['خودرو'],ah_farahani,32578,106835
48,286731,"['زنانه', 'زیبایی']",Parisa_shrp,8713,104495
49,295351,['تکنولوژی'],FAFAR76,7188,108149
50,290291,['گردشگری'],sepahsalar_sz,7170,37098
51,299735,['کنکور'],Parisa_shrp,15367,109688
52,297533,"['تناسب اندام', 'سلامت']",Mt4heri,32424,108948
53,287068,['پول مفت'],Sinaa_sm,31943,93337
54,282496,['مهاجرت'],ah_farahani,12715,88131
55,228221,['هیچکدام'],puranzamani,3615,82492
56,215054,['هیچکدام'],Mehdi_rjbl,27071,77151
57,157967,['مواد غذایی'],kimiya_ltf,4083,33206
58,297856,['تکنولوژی'],Mt4heri,36437,108048
59,304106,"['مردانه', 'پوشاک']",sepahsalar_sz,5305,109763
60,303899,"['تناسب اندام', 'سلامت']",Sinaa_sm,23636,108968
61,285798,"['سلامت', 'زیبایی']",Mt4heri,26180,104544
62,296055,['زیبایی'],puranzamani,26630,92254
63,289013,['سلامت'],sepahsalar_sz,28452,105965
64,299963,['هیچکدام'],Mehdi_rjbl,2607,109777
65,298012,['پول مفت'],alireza_amirabadi,26495,109112
66,276252,['مسکن'],kimiya_ltf,21733,100783
67,205833,['هیچکدام'],FAFAR76,23451,72611
68,297498,['کودک'],puranzamani,12452,108919
69,202863,"['پوشاک', 'مردانه']",Sinaa_sm,6036,71167
70,300529,['کنکور'],Mt4heri,3484,110020
71,215020,['تکنولوژی'],Mehdi_rjbl,27071,77130
72,248878,['زیبایی'],FAFAR76,6101,86577
73,289333,['بورس'],Sinaa_sm,16117,101485
74,302323,['زنانه'],sepahsalar_sz,46,109710
75,292210,"['پوشاک', 'مردانه']",ah_farahani,2523,107053
76,302361,['تکنولوژی'],Mehdi_rjbl,36754,110734
77,300558,['تکنولوژی'],Farshadgholami,4083,110044
78,302401,"['زیبایی', 'زنانه']",alireza_amirabadi,4425,86955
79,296206,['لوازم منزل'],puranzamani,4744,104817
80,300650,['سلامت'],Sinaa_sm,36951,110103
81,235679,['مواد غذایی'],Mehdi_rjbl,26037,85535
82,267154,['سلامت'],Mt4heri,31132,93339
83,176554,['مردانه'],FAFAR76,1672,59051
84,279675,"['مواد غذایی', 'سلامت']",ah_farahani,7170,32340
85,283675,['مواد غذایی'],puranzamani,2523,103588
86,285799,['سلامت'],FAFAR76,26180,104544
87,269561,"['زنانه', 'پوشاک']",Sinaa_sm,29188,97088
88,300414,['کودک'],sepahsalar_sz,2846,109449
89,129753,['تکنولوژی'],alireza_amirabadi,1649,39667
90,294379,['مسکن'],Farshadgholami,23224,95182
91,303280,['تکنولوژی'],ZbidOkiZ,36245,111084
92,287281,"['کسب و کار', 'لوازم منزل']",ah_farahani,19173,102964
93,297397,['کسب و کار'],Mehdi_rjbl,648,108835
94,281573,"['سلامت', 'زیبایی', 'زنانه']",Sinaa_sm,31499,102802
95,301936,['بورس'],Mt4heri,31943,93337
96,299097,['تکنولوژی'],kimiya_ltf,26476,108406
97,236794,"['سلامت', 'زیبایی']",puranzamani,425,85986
98,300209,['تکنولوژی'],ah_farahani,36902,109872
99,303575,['تکنولوژی'],FAFAR76,37210,111252
0,283677,['مواد غذایی'],Farshadgholami,2523,103588
1,290343,"['زیبایی', 'پوشاک', 'مردانه']",ZbidOkiZ,8713,104495
2,299853,['کسب و کار'],alireza_amirabadi,2437,109731
3,277603,['لوازم منزل'],Mt4heri,28059,101330
4,303018,"['پوشاک', 'مردانه']",ah_farahani,21961,110481
5,302197,"['تکنولوژی', 'کسب و کار']",ZbidOkiZ,36754,110660
6,300267,['زیبایی'],FAFAR76,35794,108218
7,289014,['پوشاک'],puranzamani,28452,105965
8,290294,"['گردشگری', 'مهاجرت']",itstheshahriar,7170,37098
9,294973,['کنکور'],ah_farahani,35858,107245
10,282474,['تکنولوژی'],ZbidOkiZ,4856,87895
11,204046,['تکنولوژی'],Farshadgholami,22584,71790
12,235667,['کسب و کار'],FAFAR76,16923,85531
13,289215,['کسب و کار'],Mehdi_rjbl,1550,105687
14,300559,"['مواد غذایی', 'مردانه', 'زنانه']",alireza_amirabadi,4083,110044
15,302211,"['تکنولوژی', 'کسب و کار']",Mt4heri,36754,110665
16,199902,['لوازم منزل'],puranzamani,1278,69672
17,307507,['زیبایی'],FAFAR76,34071,106090
18,297289,['مردانه'],kimiya_ltf,33502,108829
19,252286,['لوازم منزل'],puranzamani,8747,91839
20,305062,['تکنولوژی'],Mt4heri,26731,108529
21,271457,['تکنولوژی'],FAFAR76,23299,98999
22,207104,['تکنولوژی'],aidenzibaei,698,55515
23,298303,['مواد غذایی'],Apr89,28415,109227
24,305889,['زیبایی'],Farshadgholami,19890,102872
25,304905,['لوازم منزل'],Mehdi_rjbl,2894,111711
26,179879,"['تناسب اندام', 'زیبایی', 'زنانه', 'سلامت']",alireza_amirabadi,22017,60487
27,200740,['لوازم منزل'],ZbidOkiZ,9524,69961
28,306341,['زیبایی'],ah_farahani,4425,85070
29,287053,['هیچکدام'],maryamjebreiliannnn,31943,93337
30,181080,['لوازم منزل'],Mehdi_rjbl,19777,61009
31,298206,['زیبایی'],Farshadgholami,28831,105394
32,255297,['زیبایی'],puranzamani,20865,91199
33,272633,['کسب و کار'],Mt4heri,30446,99322
34,271657,['تکنولوژی'],FAFAR76,8132,99076
35,304730,['هیچکدام'],sepahsalar_sz,36325,111125
36,308252,"['زیبایی', 'تناسب اندام', 'سلامت', 'مردانه']",alireza_amirabadi,19824,112635
37,291991,"['زیبایی', 'سلامت']",itstheshahriar,31626,101291
38,288999,"['کودک', 'کسب و کار']",aidenzibaei,10847,105945
39,304846,['پوشاک'],kimiya_ltf,13018,111683
40,289142,['پول مفت'],FAFAR76,3020,106015
41,263989,"['زنانه', 'تناسب اندام', 'زیبایی']",ah_farahani,28831,96336
42,119729,['هیچکدام'],puranzamani,2804,36109
43,279561,['هیچکدام'],Mt4heri,34538,101944
44,194366,['تکنولوژی'],maryamjebreiliannnn,17447,47194
45,24586,['گردشگری'],ZbidOkiZ,606,1850
46,187281,['پوشاک'],puranzamani,20020,63775
47,296750,['سلامت'],Apr89,19583,97746
48,304498,"['زنانه', 'گردشگری']",alireza_amirabadi,34676,111532
49,181082,['تکنولوژی'],sepahsalar_sz,19777,61009
50,271655,['تکنولوژی'],ZbidOkiZ,8132,99073
51,303474,['هیچکدام'],Mehdi_rjbl,32511,96184
52,298191,"['زیبایی', 'سلامت']",Mt4heri,28831,105385
53,254539,['هیچکدام'],puranzamani,20878,88482
54,288334,"['زیبایی', 'مردانه']",ah_farahani,20711,89695
55,290059,"['زیبایی', 'سلامت']",ZbidOkiZ,12876,86260
56,304490,"['پوشاک', 'زنانه']",Mehdi_rjbl,19637,56862
57,305301,"['ارزدیجیتال', 'بورس', 'کسب و کار']",itstheshahriar,23881,111965
58,305987,['تکنولوژی'],Mt4heri,23964,112274
59,289168,"['زیبایی', 'زنانه']",ah_farahani,20711,103157
60,301078,['لوازم منزل'],sepahsalar_sz,8060,106791
61,281760,"['زیبایی', 'تناسب اندام', 'سلامت', 'زنانه']",alireza_amirabadi,33871,102906
62,305082,['هیچکدام'],puranzamani,28435,111126
63,303633,['لوازم منزل'],kimiya_ltf,37215,111265
64,79741,['کسب و کار'],Mt4heri,6189,18583
65,299771,"['کودک', 'پوشاک']",ah_farahani,33191,109292
66,288963,['کودک'],Mehdi_rjbl,27266,105925
